COUNTY,RISK_SCORE
La Plata,66.337893732103083
Larimer,93.541202672605792
Las Animas,21.826280623608017
Lincoln,11.390391345847917
Logan,65.669742284441611
Mesa,47.343302577155583
Mineral,1.527203308940503
Moffat,15.240216353802099
Montezuma,19.344575246579701
Montrose,25.930639516385618
Morgan,72.351256761056320
Otero,17.276487432389438
Ouray,4.772510340439070
Park,30.639516385618837
Phillips,27.807826916958323
Pitkin,45.911549475023861
Prowers,32.230353165765194
Pueblo,79.796372892141264
Rio Blanco,16.290168628698694
Rio Grande,25.230671333121222
Routt,8.176901049952274
Saguache,7.858733693923003
San Juan,7.731466751511295
San Miguel,25.326121539930003
Sedgwick,26.344257079223670
Summit,29.780464524339799
Teller,61.979000954502069
Washington,8.876869233216672
Weld,89.245943366210625
Yuma,63.283487114222083
Fairfield,95.450206808781417
Hartford,91.473114858415528
Litchfield,82.500795418390069
Middlesex,78.364619790009556
New Haven,94.463888005090681
New London,87.368755965637916
Tolland,67.069678650970417
Windham,69.519567292395806
Kent,84.759783646197889
New Castle,90.773146675151125
Sussex,92.936684696150166
District of Columbia,91.568565065224305
Alachua,93.827553293032139
Baker,46.770601336302896
Bay,97.486477887368764
Bradford,70.219535475660194
Brevard,99.363665287941458
Broward,99.745466115176583
Calhoun,68.533248488705055
Charlotte,96.595609290486792
Citrus,95.895641107222389
Clay,88.768692332166722
Collier,98.854597518294611
Columbia,84.950684059815458
DeSoto,90.423162583518931
Dixie,67.865097041043583
Duval,97.836461979000958
Escambia,97.868278714603889
Flagler,88.355074769328667
Franklin,70.664969774101166
Gadsden,80.050906776964680
Gilchrist,49.061406299713653
Glades,74.992045816099278
Gulf,76.264715240216347
Hamilton,65.065224307986000
Hardee,80.273623926185181
Hendry,91.154947502386250
Hernando,95.545657015590209
Highlands,90.295895641107222
Hillsborough,99.554565701559014
Holmes,83.200763601654472
Indian River,97.072860324530708
Jackson,85.809735921094500
Jefferson,49.697741011772187
Lafayette,52.083996181991729
Lake,95.227489659560931
Lee,99.490932230353167
Leon,94.559338211899458
Levy,83.264397072860334
Liberty,40.566337893732104
Madison,70.346802418071903
Manatee,98.440979955456569
Marion,96.245625198854597
Martin,96.531975819280945
Miami-Dade,99.809099586382430
Monroe,95.927457842825319
Nassau,83.073496659242764
Okaloosa,97.422844416162903
Okeechobee,87.591473114858417
Orange,98.568246897868278
Osceola,95.132039452752153
Palm Beach,99.713649379573653
Pasco,99.045497931912180
Pinellas,99.204581609926819
Polk,98.027362392618528
Putnam,90.168628698695514
St. Johns,94.145720649061403
St. Lucie,98.313713013044861
Santa Rosa,95.513840279987278
Sarasota,98.409163219853639
Seminole,95.641107222398986
Sumter,88.927776010181361
Suwannee,82.150811326757875
Taylor,74.005727012408528
Union,43.079860006363347
Volusia,97.518294622971680
Wakulla,68.596881959910917
Walton,94.686605154311167
Washington,87.718740057270125
Appling,72.319440025453389
Atkinson,41.139039134584792
Bacon,48.743238943684382
Baker,10.722239898186446
Baldwin,42.157174673878458
Banks,19.917276487432389
Barrow,54.692968501431750
Bartow,73.528475978364611
Ben Hill,41.520839961819917
Berrien,54.088450524976139
Bibb,76.423798918230986
Bleckley,15.908367801463569
Brantley,57.461024498886417
Brooks,52.370346802418076
Bryan,87.527839643652555
Bulloch,89.214126630607709
Burke,58.383709831371299
Butts,16.608335984727969
Calhoun,25.962456251988549
Camden,85.300668151447653
Candler,40.184537066496979
Carroll,76.646516067451472
Catoosa,62.169901368119632
Charlton,56.633789373210305
Chatham,98.663697104677055
Chattahoochee,3.308940502704422
Chattooga,54.724785237034681
Cherokee,82.659879096404708
Clarke,67.737830098631875
Clay,14.285714285714285
Clayton,86.477887368755972
Clinch,35.921094495704743
Cobb,92.204899777282861
Coffee,77.346484250715875
Colquitt,81.514476614699333
Columbia,76.455615653833917
Cook,60.038180082723514
Coweta,67.642379891823097
Crawford,7.190582246261533
Crisp,61.119949093223035
Dade,33.853006681514472
Dawson,24.817053770283167
Decatur,80.782691695832014
DeKalb,89.627744193445764
Dodge,32.262169901368118
Dooly,37.098313713013042
Dougherty,79.510022271714917
Douglas,75.087496022908056
Early,59.401845370664972
Echols,4.263442570792237
Effingham,79.160038180082722
Elbert,28.444161629016861
Emanuel,58.510976773783007
Evans,63.856188355074771
Fannin,39.230034998409167
Fayette,68.787782373528472
Floyd,78.650970410435889
Forsyth,81.164492523067139
Franklin,28.857779191854917
Fulton,92.300349984091639
Gilmer,61.469933184855229
Glascock,3.372573973910277
Glynn,90.804963410754056
Gordon,65.987909640470889
Grady,77.123767101495389
Greene,22.430798600063635
Gwinnett,91.441298122812597
Habersham,36.430162265351576
Hall,81.387209672287625
Hancock,6.936048361438115
Haralson,23.862551702195354
Harris,17.467387846007000
Hart,30.130448615972000
Heard,12.694877505567929
Henry,75.978364619790000
Houston,71.078587336939222
Irwin,29.812281259942729
Jackson,58.447343302577160
Jasper,6.299713649379574
Jeff Davis,46.993318485523382
Jefferson,41.870824053452118
Jenkins,28.571428571428569
Johnson,14.062997136493797
Jones,13.013044861597201
Lamar,10.117721921730832
Lanier,15.399300031816734
Laurens,53.420299077314667
Lee,45.816099268215083
Liberty,94.113903913458472
Lincoln,10.435889277760102
Long,56.474705695195674
Lowndes,81.355392936684694
Lumpkin,32.803054406617882
McDuffie,33.884823417117403
McIntosh,79.287305122494431
Macon,28.285077951002229
Madison,36.048361438116451
Marion,4.136175628380529
Meriwether,17.785555202036271
Miller,45.561565383391667
Mitchell,72.828507795100222
Monroe,21.953547566019726
Montgomery,15.558383709831372
Morgan,22.048997772828507
Murray,60.229080496341084
Muscogee,69.233216671969458
Newton,62.742602608972319
Oconee,23.544384346166083
Oglethorpe,11.008590518612790
Paulding,71.301304486159722
Peach,32.930321349029590
Pickens,36.334712058542792
Pierce,70.155902004454333
Pike,6.172446706967865
Polk,56.570155902004458
Pulaski,12.058542793509385
Putnam,27.076041998090993
Quitman,10.785873369392300
Rabun,22.112631244034361
Randolph,28.189627744193444
Richmond,88.736875596563792
Rockdale,63.888005090677702
Schley,2.449888641425390
Screven,67.992363983455292
Seminole,62.997136493795736
Spalding,44.861597200127271
Stephens,29.303213490295892
Stewart,11.804008908685969
Sumter,58.765510658606424
Talbot,3.627107858733694
Taliaferro,1.113585746102450
Tattnall,83.328030544066181
Taylor,8.558701877187401
Telfair,36.207445116131090
Terrell,23.353483932548521
Thomas,85.332484887050583
Tift,73.846643334393889
Toombs,66.783328030544070
Towns,10.976773783009863
Treutlen,12.440343620744512
Troup,67.324212535793819
Turner,26.853324848870507
Twiggs,4.995227489659561
Union,28.062360801781740
Upson,18.867324212535795
Walker,73.783009863188028
Walton,58.192809417753743
Ware,71.555838370983139
Warren,6.713331212217627
Washington,28.380528157811007
Wayne,75.946547884187083
Webster,4.549793191218581
Wheeler,8.590518612790328
White,34.775692013999368
Whitfield,80.178173719376389
Wilcox,22.748965956092903
Wilkes,15.622017181037226
Wilkinson,6.013363028953229
Worth,54.661151765828834
Hawaii,97.581928094177542
Honolulu,94.050270442252625
Kalawao,0.063633471205854
Kauai,74.419344575246583
Maui,87.686923321667194
Ada,87.941457206490611
Adams,50.906776964683417
Bannock,65.701559020044542
Bear Lake,6.840598154629335
Benewah,5.917912822144448
Bingham,50.684059815462930
Blaine,42.029907731466750
Boise,61.629016862869868
Bonner,27.712376710149538
Bonneville,71.364937957365569
Boundary,20.394527521476295
Butte,3.531657651924912
Camas,2.386255170219535
Canyon,65.256124721603555
Caribou,11.517658288259625
Cassia,48.520521794463889
Clark,4.867960547247852
Clearwater,25.517021953547562
Custer,15.972001272669425
Elmore,79.350938593700278
Franklin,9.704104358892778
Fremont,38.498250079541840
Gem,49.379573655742917
Gooding,43.779828189627743
Idaho,80.909958638243722
Jefferson,37.639198218262806
Jerome,21.667196945593382
Kootenai,61.310849506840604
Latah,17.053770283168948
Lemhi,32.198536430162264
Lewis,4.804327076041998
Lincoln,25.803372573973910
Madison,36.875596563792556
Minidoka,23.989818644607062
Nez Perce,16.894686605154309
Oneida,4.327076041998091
Owyhee,37.543748011454028
Payette,20.044543429844097
Power,26.216990136811962
Shoshone,8.717785555202036
Teton,27.935093859370031
Twin Falls,51.352211263124403
Valley,58.256442888959590
Washington,39.993636652879417
Adams,51.097677378300986
Alexander,55.933821189945910
Bond,44.034362074451160
Boone,54.533884823417125
Brown,6.140629971364938
Bureau,63.442570792236722
Calhoun,3.818008272351257
Carroll,44.416162901686285
Cass,30.384982500795420
Champaign,85.491568565065222
Christian,52.688514158447340
Clark,29.016862869869552
Clay,48.075087496022903
Clinton,65.765192491250403
Coles,68.819599109131403
Cook,99.618199172764875
Crawford,52.656697422844410
Cumberland,16.353802099904549
DeKalb,74.896595609290486
De Witt,24.212535793827552
Douglas,44.320712694877507
DuPage,94.941139039134583
Edgar,41.489023226216993
Edwards,14.731148584155266
Effingham,62.424435252943042
Fayette,42.538975501113583
Ford,19.853643016226535
Franklin,75.373846643334403
Fulton,61.342666242443521
Gallatin,29.239580019090038
Greene,12.185809735921096
Grundy,64.365256124721597
Hamilton,53.388482341711743
Hancock,20.680878141902642
Hardin,10.817690104995227
Henderson,9.926821508113267
Henry,66.942411708558708
Iroquois,44.479796372892139
Jackson,84.537066496977403
Jasper,32.739420935412028
Jefferson,82.278078269169583
Jersey,25.771555838370986
Jo Daviess,44.447979637289215
Johnson,50.461342666242444
Kane,90.041361756283806
Kankakee,71.174037543748014
Kendall,73.560292713967542
Knox,57.301940820871778
Lake,93.732103086223347
LaSalle,75.437480114540250
Lawrence,47.056951956729236
Lee,57.492841234489347
Livingston,44.543429844098000
Logan,61.088132357620104
McDonough,31.498568246897868
McHenry,85.714285714285708
McLean,81.069042316258361
Macon,77.251034043907097
Macoupin,72.223989818644611
Madison,92.491250397709194
Marion,73.146675151129486
Marshall,36.175628380528160
Mason,45.020680878141903
Massac,68.405981546293347
Menard,32.357620108176896
Mercer,24.435252943048045
Monroe,54.820235443843458
Montgomery,56.283805281578111
Morgan,61.819917276487438
Moultrie,33.089405027044229
Ogle,60.960865415208396
Peoria,85.014317531021319
Perry,70.474069360483611
Piatt,26.726057906458799
Pike,18.517340120903594
Pope,24.180719058224625
Pulaski,38.370983137130132
Putnam,10.849506840598155
Randolph,75.660197263760736
Richland,43.588927776010181
Rock Island,72.255806554247542
St. Clair,93.254852052179444
Saline,67.896913776646514
Sangamon,88.545975182946236
Schuyler,17.340120903595292
Scott,7.954183900731785
Shelby,33.121221762647153
Stark,16.035634743875278
Stephenson,68.119630925867000
Tazewell,82.405345211581292
Union,53.833916640152722
Vermilion,66.306076996500167
Wabash,23.767101495386573
Warren,25.262488068724149
Washington,47.661469933184861
Wayne,45.879732739420938
White,56.856506522430792
Whiteside,56.156538339166403
Will,93.477569201399930
Williamson,83.550747693286667
Winnebago,90.454979319121847
Woodford,49.538657333757556
Adams,43.270760419980910
Allen,86.414253897550111
Bartholomew,78.523703468024181
Benton,11.135857461024500
Blackford,11.676741966274260
Boone,37.575564747056951
Brown,12.885777919185493
Carroll,35.571110404072542
Cass,30.098631880369076
Clark,81.928094177537375
Clay,43.875278396436521
Clinton,40.057270124085271
Crawford,32.707604199809097
Daviess,58.988227807826924
Dearborn,47.152402163538021
Decatur,33.025771555838375
DeKalb,42.220808145084312
Delaware,73.973910276805597
Dubois,52.529430480432701
Elkhart,75.692013999363667
Fayette,31.371301304486160
Floyd,68.628698695513847
Fountain,34.934775692014000
Franklin,27.394209354120271
Fulton,19.280941775373847
Gibson,57.015590200445430
Grant,63.156220171810375
Greene,51.384027998727333
Hamilton,86.159720012726694
Hancock,48.679605472478521
Harrison,60.197263760738153
Hendricks,70.124085268851417
Henry,53.674832962138083
Howard,68.342348075087500
Huntington,37.257397391027681
Jackson,69.742284441616292
Jasper,40.534521158129181
Jay,32.993954820235444
Jefferson,59.147311485841549
Jennings,28.635062042634424
Johnson,81.737193763919819
Knox,66.178810054088459
Kosciusko,66.592427616926514
LaGrange,52.879414572064910
Lake,92.777601018135542
LaPorte,74.069360483614375
Lawrence,52.338530066815146
Madison,72.128539611835834
Marion,93.286668787782375
Marshall,42.507158765510660
Martin,13.808463251670378
Miami,27.521476296531976
Monroe,68.087814190264083
Montgomery,53.356665606108812
Morgan,62.583518930957680
Newton,16.226535157492840
Noble,49.156856506522431
Ohio,6.745147947820554
Orange,45.847916003818007
Owen,45.434298440979951
Parke,33.821189945911549
Perry,45.497931912185805
Pike,25.421571746738785
Porter,80.241807190582250
Posey,54.502068087814195
Pulaski,10.499522748965957
Putnam,37.607381482659882
Randolph,35.730194082087181
Ripley,49.570474069360479
Rush,21.285396118358257
St. Joseph,72.892141266306083
Scott,48.011454024817048
Shelby,53.006681514476618
Spencer,39.611835825644285
Starke,23.894368437798281
Steuben,29.175946547884184
Sullivan,33.916640152720326
Switzerland,23.258033725739740
Tippecanoe,78.332803054406625
Tipton,23.321667196945594
Union,5.727012408526885
Vanderburgh,90.136811963092583
Vermillion,30.734966592427615
Vigo,79.191854915685653
Wabash,45.179764556156535
Warren,8.781419026407891
Warrick,68.692332166719694
Washington,51.320394527521472
Wayne,62.010817690104993
Wells,31.116767419662743
White,26.057906458797326
Whitley,35.348393254852049
Adair,37.002863506204264
Adams,17.849188673242125
Allamakee,23.798918230989500
Appanoose,40.502704422526250
Audubon,29.589564110722240
Benton,48.297804645243396
Black Hawk,81.705377028316889
Boone,46.102449888641431
Bremer,38.339166401527201
Buchanan,45.275214762965319
Buena Vista,50.397709195036590
Butler,43.334393891186764
Calhoun,60.419980909958639
Carroll,62.647152402163542
Cass,46.452433980273625
Cedar,46.134266624244354
Cerro Gordo,65.828825962456250
Cherokee,36.939230034998410
Chickasaw,39.293668469615014
Clarke,34.489341393573021
Clay,51.256761056315625
Clayton,52.847597836461979
Clinton,70.983137130130444
Crawford,71.428571428571431
Dallas,72.987591473114861
Davis,41.839007317849187
Decatur,29.525930639516385
Delaware,59.020044543429840
Des Moines,69.455933821189944
Dickinson,43.843461660833597
Dubuque,77.855552020362708
Emmet,28.889595927457844
Fayette,56.061088132357618
Floyd,42.952593063951639
Franklin,42.443525294304806
Fremont,38.180082723512562
Greene,46.547884187082403
Grundy,35.475660197263757
Guthrie,53.038498250079549
Hamilton,42.475342029907729
Hancock,38.530066815144764
Hardin,60.929048679605472
Harrison,49.443207126948771
Henry,33.248488705058861
Howard,34.075723830734965
Humboldt,29.653197581928094
Ida,25.485205217944639
Iowa,54.279350938593694
Jackson,55.042952593063951
Jasper,56.824689786827875
Jefferson,21.317212853961184
Johnson,93.191218580973583
Jones,55.106586064269806
Keokuk,29.716831053133948
Kossuth,56.347438752783965
Lee,58.956411072223993
Linn,91.727648743238944
Louisa,50.270442252624882
Lucas,27.553293032134903
Lyon,34.298440979955458
Madison,24.530703149856826
Mahaska,42.920776328348708
Marion,43.684377982818958
Marshall,68.851415844734333
Mills,38.752783964365257
Mitchell,38.434616608335986
Monona,30.575882914412983
Monroe,21.635380209990455
Montgomery,40.375437480114542
Muscatine,54.915685650652243
O'Brien,67.419662742602611
Osceola,52.274896595609292
Page,44.193445752465799
Palo Alto,46.706967865097042
Plymouth,40.089086859688194
Pocahontas,36.811963092586701
Polk,91.536748329621375
Pottawattamie,83.582564428889597
Poweshiek,49.411390391345847
Ringgold,20.076360165447024
Sac,55.392936684696146
Scott,82.055361119949083
Shelby,42.316258351893090
Sioux,66.560610881323583
Story,76.010181355392930
Tama,52.720330894050271
Taylor,28.221444479796371
Union,36.016544702513521
Van Buren,27.266942411708563
Wapello,63.219853643016222
Warren,47.916003818008271
Washington,61.438116449252313
Wayne,25.294304804327076
Webster,75.182946229716833
Winnebago,31.975819280941774
Winneshiek,45.147947820553611
Woodbury,83.455297486477889
Worth,24.785237034680240
Wright,43.143493477569201
Allen,26.121539930003181
Anderson,21.444479796372892
Atchison,23.958001909004135
Barber,31.721285396118361
Barton,78.873687559656375
Bourbon,31.275851097677375
Brown,33.184855233853007
Butler,80.209990454979319
Chase,25.135221126312441
Chautauqua,31.848552338530066
Cherokee,64.460706331530389
Cheyenne,11.867642379891823
Clark,11.613108495068406
Clay,21.126312440343618
Cloud,13.872096722876231
Coffey,18.453706649697740
Comanche,12.249443207126950
Cowley,74.546611517658292
Crawford,74.737511931275847
Decatur,39.961819917276486
Dickinson,47.438752783964368
Doniphan,40.725421571746736
Douglas,79.637289214126625
Edwards,16.003818008272354
Elk,13.999363665287943
Ellis,42.188991409481389
Ellsworth,40.025453388482340
Finney,72.287623289850472
Ford,65.956092904867958
Franklin,52.974864778873687
Geary,65.351574928412347
Gove,28.985046134266625
Graham,10.531339484568884
Grant,41.711740375437479
Gray,38.784600699968188
Greeley,30.957683741648108
Greenwood,18.580973592109448
Hamilton,12.981228125994274
Harper,37.321030862233535
Harvey,70.378619153674833
Haskell,35.093859370028632
Hodgeman,20.203627107858736
Jackson,22.176264715240215
Jefferson,35.443843461660833
Jewell,42.857142857142854
Johnson,94.272987591473111
Kearny,27.966910594972955
Kingman,35.793827553293035
Kiowa,22.908049634107542
Labette,61.947184218899146
Lane,18.262806236080177
Leavenworth,74.196627426026083
Lincoln,11.772192173083042
Linn,26.376073814826601
Logan,13.331212217626470
Lyon,49.984091632198535
McPherson,66.465160674514792
Marion,53.547566019726375
Marshall,19.185491568565066
Meade,37.448297804645243
Miami,54.438434616608333
Mitchell,39.039134584791604
Montgomery,74.769328666878778
Morris,18.803690741329941
Morton,12.726694241170854
Nemaha,31.021317212853962
Neosho,55.711104040725424
Ness,21.603563474387528
Norton,40.152720330894049
Osage,35.952911231307667
Osborne,23.512567610563156
Ottawa,24.976137448297806
Pawnee,45.625198854597521
Phillips,47.947820553611194
Pottawatomie,38.084632516703785
Pratt,39.325485205217944
Rawlins,18.676423798918233
Reno,84.918867324212528
Republic,12.376710149538656
Rice,42.793509385937000
Riley,75.723830734966597
Rooks,37.066496977410118
Rush,23.608017817371937
Russell,23.289850461342667
Saline,77.887368755965639
Scott,33.057588291441299
Sedgwick,94.877505567928736
Seward,61.724467069678646
Shawnee,80.369074132993958
Sheridan,34.393891186764236
Sherman,28.762328985046132
Smith,39.548202354438430
Stafford,19.408208717785556
Stanton,15.208399618199172
Stevens,31.689468660515431
Sumner,64.619790009545014
Thomas,22.080814508431434
Trego,7.540566337893733
Wabaunsee,17.594654788418708
Wallace,17.753738466433344
Washington,29.971364937957368
Wichita,47.025135221126313
Wilson,41.011772192173083
Woodson,4.836143811644925
Wyandotte,87.177855552020361
Adair,36.080178173719375
Allen,45.370664969774097
Anderson,33.471205854279354
Ballard,44.607063315303854
Barren,66.433343938911875
Bath,16.831053133948455
Bell,54.979319121858097
Boone,75.151129494113903
Bourbon,32.834871142220805
Boyd,42.093541202672604
Boyle,45.307031498568243
Bracken,9.290486796054724
Breathitt,29.875914731148583
Breckinridge,51.734012090359528
Bullitt,75.055679287305125
Butler,24.307986000636333
Caldwell,53.738466433343937
Calloway,76.041998090995861
Campbell,58.797327394209354
Carlisle,32.580337257397389
Carroll,28.475978364619792
Carter,49.952274896595611
Casey,28.253261215399299
Christian,84.314349347756917
Clark,48.361438116449250
Clay,35.252943048043271
Clinton,15.462933503022590
Crittenden,41.361756283805285
Cumberland,7.890550429525931
Daviess,83.232580337257403
Edmonson,20.776328348711424
Elliott,8.463251670378618
Estill,25.389755011135858
Fayette,88.291441298122805
Fleming,31.403118040089083
Floyd,71.969455933821195
Franklin,62.806236080178167
Fulton,58.320076360165451
Gallatin,14.890232262169899
Garrard,19.726376073814826
Grant,30.289532293986639
Graves,83.773464842507167
Grayson,34.966592427616931
Green,19.026407890550427
Greenup,30.480432707604198
Hancock,35.984727966910597
Hardin,72.160356347438750
Harlan,43.907095132039451
Harrison,35.602927139675472
Hart,41.043588927776007
Henderson,74.132993954820236
Henry,24.848870505886094
Hickman,42.284441616290167
Hopkins,75.405663378937334
Jackson,22.589882278078267
Jefferson,95.959274578428250
Jessamine,53.706649697741014
Johnson,46.897868278714604
Kenton,73.814826598790958
Knott,20.935412026726059
Knox,42.252624880687236
Larue,15.176582882596247
Laurel,69.901368119630931
Lawrence,22.303531657651927
Lee,14.126630607699649
Leslie,12.472160356347439
Letcher,29.844097995545660
Lewis,34.807508749602292
Lincoln,22.398981864460708
Livingston,34.552974864778875
Logan,55.424753420299076
Lyon,32.039452752147632
